Indexes referenced by this run (116 total):
name                                                       size on disk  download size  path                                                                                                                                                     
    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-android.multifield -topics beir-cqadupstack-android -output runs/run.beir.core.multifield.cqadupstack-android.txt -bm25 -removeQuery -fields contents=1.0 title=1.0
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-android.test runs/run.beir.core.multifield.cqadupstack-android.txt


  - topic_key: cqadupstack-english

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-english.multifield -topics beir-cqadupstack-english -output runs/run.beir.core.multifield.cqadupstack-english.txt -bm25 -removeQuery -fields contents=1.0 title=1.0
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-english.test runs/run.beir.core.multifield.cqadupstack-english.txt


  - topic_key: cqadupstack-gaming

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-gaming.multifield -topics beir-cqadupstack-gaming -output runs/run.beir.core.multifield.cqadupstack-gaming.txt -bm25 -removeQuery -fields contents=1.0 title=1.0
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-gaming.test runs/run.beir.core.multifield.cqadupstack-gaming.txt


  - topic_key: cqadupstack-gis

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-gis.multifield -topics beir-cqadupstack-gis -output runs/run.beir.core.multifield.cqadupstack-gis.txt -bm25 -removeQuery -fields contents=1.0 title=1.0
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-gis.test runs/run.beir.core.multifield.cqadupstack-gis.txt


  - topic_key: cqadupstack-mathematica

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-mathematica.multifield -topics beir-cqadupstack-mathematica -output runs/run.beir.core.multifield.cqadupstack-mathematica.txt -bm25 -removeQuery -fields contents=1.0 title=1.0
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-mathematica.test runs/run.beir.core.multifield.cqadupstack-mathematica.txt


  - topic_key: cqadupstack-physics

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-physics.multifield -topics beir-cqadupstack-physics -output runs/run.beir.core.multifield.cqadupstack-physics.txt -bm25 -removeQuery -fields contents=1.0 title=1.0
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-physics.test runs/run.beir.core.multifield.cqadupstack-physics.txt


  - topic_key: cqadupstack-programmers

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-programmers.multifield -topics beir-cqadupstack-programmers -output runs/run.beir.core.multifield.cqadupstack-programmers.txt -bm25 -removeQuery -fields contents=1.0 title=1.0
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-programmers.test runs/run.beir.core.multifield.cqadupstack-programmers.txt


  - topic_key: cqadupstack-stats

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-stats.multifield -topics beir-cqadupstack-stats -output runs/run.beir.core.multifield.cqadupstack-stats.txt -bm25 -removeQuery -fields contents=1.0 title=1.0
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-stats.test runs/run.beir.core.multifield.cqadupstack-stats.txt


  - topic_key: cqadupstack-tex

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-tex.multifield -topics beir-cqadupstack-tex -output runs/run.beir.core.multifield.cqadupstack-tex.txt -bm25 -removeQuery -fields contents=1.0 title=1.0
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-tex.test runs/run.beir.core.multifield.cqadupstack-tex.txt


  - topic_key: cqadupstack-unix

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-unix.multifield -topics beir-cqadupstack-unix -output runs/run.beir.core.multifield.cqadupstack-unix.txt -bm25 -removeQuery -fields contents=1.0 title=1.0
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-unix.test runs/run.beir.core.multifield.cqadupstack-unix.txt


  - topic_key: cqadupstack-webmasters

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-webmasters.multifield -topics beir-cqadupstack-webmasters -output runs/run.beir.core.multifield.cqadupstack-webmasters.txt -bm25 -removeQuery -fields contents=1.0 title=1.0
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-webmasters.test runs/run.beir.core.multifield.cqadupstack-webmasters.txt


  - topic_key: cqadupstack-wordpress

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-wordpress.multifield -topics beir-cqadupstack-wordpress -output runs/run.beir.core.multifield.cqadupstack-wordpress.txt -bm25 -removeQuery -fields contents=1.0 title=1.0
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-wordpress.test runs/run.beir.core.multifield.cqadupstack-wordpress.txt


  - topic_key: quora

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-quora.multifield -topics beir-quora -output runs/run.beir.core.multifield.quora.txt -bm25 -removeQuery -fields contents=1.0 title=1.0
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-quora.test runs/run.beir.core.multifield.quora.txt


  - topic_key: dbpedia-entity

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-dbpedia-entity.multifield -topics beir-dbpedia-entity -output runs/run.beir.core.multifield.dbpedia-entity.txt -bm25 -removeQuery -fields contents=1.0 title=1.0
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-dbpedia-entity.test runs/run.beir.core.multifield.dbpedia-entity.txt


  - topic_key: scidocs

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-scidocs.multifield -topics beir-scidocs -output runs/run.beir.core.multifield.scidocs.txt -bm25 -removeQuery -fields contents=1.0 title=1.0
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-scidocs.test runs/run.beir.core.multifield.scidocs.txt


  - topic_key: fever

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-fever.multifield -topics beir-fever -output runs/run.beir.core.multifield.fever.txt -bm25 -removeQuery -fields contents=1.0 title=1.0
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-fever.test runs/run.beir.core.multifield.fever.txt


  - topic_key: climate-fever

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-climate-fever.multifield -topics beir-climate-fever -output runs/run.beir.core.multifield.climate-fever.txt -bm25 -removeQuery -fields contents=1.0 title=1.0
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-climate-fever.test runs/run.beir.core.multifield.climate-fever.txt


  - topic_key: scifact

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-scifact.multifield -topics beir-scifact -output runs/run.beir.core.multifield.scifact.txt -bm25 -removeQuery -fields contents=1.0 title=1.0
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-scifact.test runs/run.beir.core.multifield.scifact.txt


# Running condition "splade-v3.onnx": SPLADE-v3 (ONNX) 

  - topic_key: trec-covid

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-trec-covid.splade-v3 -topics beir-trec-covid -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.trec-covid.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-trec-covid.test runs/run.beir.core.splade-v3.onnx.trec-covid.txt


  - topic_key: bioasq

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-bioasq.splade-v3 -topics beir-bioasq -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.bioasq.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-bioasq.test runs/run.beir.core.splade-v3.onnx.bioasq.txt


  - topic_key: nfcorpus

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-nfcorpus.splade-v3 -topics beir-nfcorpus -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.nfcorpus.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-nfcorpus.test runs/run.beir.core.splade-v3.onnx.nfcorpus.txt


  - topic_key: nq

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-nq.splade-v3 -topics beir-nq -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.nq.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-nq.test runs/run.beir.core.splade-v3.onnx.nq.txt


  - topic_key: hotpotqa

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-hotpotqa.splade-v3 -topics beir-hotpotqa -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.hotpotqa.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-hotpotqa.test runs/run.beir.core.splade-v3.onnx.hotpotqa.txt


  - topic_key: fiqa

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-fiqa.splade-v3 -topics beir-fiqa -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.fiqa.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-fiqa.test runs/run.beir.core.splade-v3.onnx.fiqa.txt


  - topic_key: signal1m

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-signal1m.splade-v3 -topics beir-signal1m -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.signal1m.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-signal1m.test runs/run.beir.core.splade-v3.onnx.signal1m.txt


  - topic_key: trec-news

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-trec-news.splade-v3 -topics beir-trec-news -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.trec-news.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-trec-news.test runs/run.beir.core.splade-v3.onnx.trec-news.txt


  - topic_key: robust04

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-robust04.splade-v3 -topics beir-robust04 -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.robust04.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-robust04.test runs/run.beir.core.splade-v3.onnx.robust04.txt


  - topic_key: arguana

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-arguana.splade-v3 -topics beir-arguana -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.arguana.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-arguana.test runs/run.beir.core.splade-v3.onnx.arguana.txt


  - topic_key: webis-touche2020

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-webis-touche2020.splade-v3 -topics beir-webis-touche2020 -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.webis-touche2020.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-webis-touche2020.test runs/run.beir.core.splade-v3.onnx.webis-touche2020.txt


  - topic_key: cqadupstack-android

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-android.splade-v3 -topics beir-cqadupstack-android -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.cqadupstack-android.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-android.test runs/run.beir.core.splade-v3.onnx.cqadupstack-android.txt


  - topic_key: cqadupstack-english

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-english.splade-v3 -topics beir-cqadupstack-english -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.cqadupstack-english.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-english.test runs/run.beir.core.splade-v3.onnx.cqadupstack-english.txt


  - topic_key: cqadupstack-gaming

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-gaming.splade-v3 -topics beir-cqadupstack-gaming -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.cqadupstack-gaming.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-gaming.test runs/run.beir.core.splade-v3.onnx.cqadupstack-gaming.txt


  - topic_key: cqadupstack-gis

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-gis.splade-v3 -topics beir-cqadupstack-gis -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.cqadupstack-gis.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-gis.test runs/run.beir.core.splade-v3.onnx.cqadupstack-gis.txt


  - topic_key: cqadupstack-mathematica

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-mathematica.splade-v3 -topics beir-cqadupstack-mathematica -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.cqadupstack-mathematica.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-mathematica.test runs/run.beir.core.splade-v3.onnx.cqadupstack-mathematica.txt


  - topic_key: cqadupstack-physics

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-physics.splade-v3 -topics beir-cqadupstack-physics -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.cqadupstack-physics.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-physics.test runs/run.beir.core.splade-v3.onnx.cqadupstack-physics.txt


  - topic_key: cqadupstack-programmers

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-programmers.splade-v3 -topics beir-cqadupstack-programmers -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.cqadupstack-programmers.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-programmers.test runs/run.beir.core.splade-v3.onnx.cqadupstack-programmers.txt


  - topic_key: cqadupstack-stats

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-stats.splade-v3 -topics beir-cqadupstack-stats -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.cqadupstack-stats.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-stats.test runs/run.beir.core.splade-v3.onnx.cqadupstack-stats.txt


  - topic_key: cqadupstack-tex

